Date	Workout
20080817	Three rounds, 15-12- and 9 reps, for time of: 135 pound Thruster Muscle-ups
20080816	Rest Day
20080815	For time: 50 Pull-ups 50 Ring Dips 40 Pull-ups 40 Ring Dips 30 Pull-ups 30 Ring Dips 20 Pull-ups 20 Ring Dips 10 Pull-ups 10 Ring Dips
20080814	Three rounds for time of: 50 Jump rope, double unders 50 Hip Extensions 50 GHD Sit-ups
20080813	"""CrossFit Total""Back squat, 1 rep Shoulder Press, 1 rep Deadlift, 1 rep"
20080812	Rest Day
20080811	For time: 10 GHD Sit-ups 10 Hip & Back Extensions 95 pound Thrusters, 30 reps 50 Pull-ups30 GHD Sit-ups 30 Hip & Back Extensions 95 pound Thrusters, 20 reps 35 Pull-ups50 GHD Sit-ups 50 Hip & Back Extensions 95 pound Thrusters, 10 reps 20 Pull-ups
20080810	Run 5 K
20080809	
20080808	Rest Day
20080807	"""Karen""For time: 150 Wallball shots, 20 pound ball"
20080806	45 pound Dumbbell squat snatch, left arm, 21 reps 45 pound Dumbbell squat snatch, right arm, 21 reps 42 Pull-ups 45 pound Dumbbell squat snatch, left arm, 15 reps 45 pound Dumbbell squat snatch, right arm, 15 reps 30 Pull-ups 45 pound Dumbbell squat snatch, left arm, 9 reps 45 pound Dumbbell squat snatch, right arm, 9 reps 18 Pull-ups
20080805	Back Squat 5-5-5-5-5 reps
20080804	Rest Day
20080803	"""Griff""For time: Run 800 meters Run 400 meters backwards Run 800 meters Run 400 meters backwards"
20080802	Row 1000 meters 85 pound Thruster, 21 reps 15 Pull-upsRow 750 meters 85 pound Thruster, 18 reps 12 Pull-upsRow 500 meters 85 pound Thruster, 15 reps 9 Pull-ups
20080801	30 Muscle-ups for time
20080930	Back Squat 5-5-5-5-5 reps
20080929	Rest Day
20080928	Push Jerk 5-5-5-5-5 reps
20080927	Four rounds for time of: Run 400 meters 50 Squats
20080926	30 Muscle-ups for time
20080925	Rest Day
20080924	"""Nicole""Complete as many rounds in 20 minutes as you can of: Run 400 meters Max rep Pull-ups"
20080923	"For time 30, 25, 20, 15, 10, and 5 rep rounds of: virtual shoveling  [wmv] [mov] Push-upsWith an Olympic bar holding only one plate (men use 45 pound plate, women use 25 pound plate), touch the plate on one side of the barrier then the other for one ""rep."" Barrier is 24."""
20080922	"""Isabel""For time: Snatch 135 pounds, 30 reps"
20080921	Rest Day
20080920	For time: 50 Box jump, 24 inch box 50 Jumping pull-ups 50 Kettlebell swings, 1 pood Walking Lunge, 50 steps 50 Knees to elbows 50 Push press, 45 pounds 50 Back extensions 50 Wall ball shots, 20 pound ball 50 Burpees 50 Double unders
20080919	Run 5 K
20080918	"""Grace""135 pound Clean and Jerk, 30 reps"
20080917	Rest Day
20080916	"""Michael""Three rounds for time of: Run 800 meters 50 Back Extensions 50 Sit-ups"
20080915	"""Fran""Three rounds, 21-15- and 9 reps, for time of: 95 pound Thruster Pull-ups"
20080914	"""The Chief""Max rounds in 3 minutes of: 135 pound Power cleans, 3 reps 6 Push-ups 9 SquatsRest 1 minute. Repeat for a total of 5 cycles."
20080913	Rest Day
20080912	Clean and Jerk 3-3-3-3-3 reps
20080911	Hero workout of your choice.
20080910	Five rounds for max reps of: Body weight bench press Pull-ups Body weight back squat
20080909	Rest Day
20080908	Run 3 K
20080907	"""Fight Gone Bad!""Three rounds of: Wall-ball, 20 pound ball, 10 ft target (Reps) Sumo deadlift high-pull, 75 pounds (Reps) Box Jump, 20"" box (Reps) Push-press, 75 pounds (Reps) Row (Calories)In this workout you move from each of five stations after a minute.The clock does not reset or stop between exercises. This is a five-minute round from which a one-minute break is allowed before repeating. On call of ""rotate"", the athletes must move to next station immediately for best score. One point is given for each rep, except on the rower where each calorie is one point."
20080906	"""Linda""10-9-8-7-6-5-4-3-2-1 reps of the triplet:Deadlift: 1 1/2 body weight Bench press: body weight Clean: 3/4 body weightSet up three bars and storm through for time."
20080905	Rest Day
20080904	Deadlift 3-3-3-3-3 reps
20080903	Back Squat 3-3-3-3-3 reps
20080902	Push jerk 3-3-3-3-3 reps
20080901	Rest Day
20081031	Rest Day
20081030	"""Angie""For time: 100 Pull-ups 100 Push-ups 100 Sit-ups 100 Squats"
20081029	Shoulder press 1-1-1-1-1 reps Push press 3-3-3-3-3 reps Push Jerk 5-5-5-5-5 reps
20081028	Squat clean 1-1-1-1-1-1-1 reps
20081027	Rest Day
20081026	"""Elizabeth""21-15-9 reps of: Clean 135 pounds Ring dips"
20081025	"""CrossFit Total""Back squat, 1 rep Shoulder Press, 1 rep Deadlift, 1 rep"
20081024	Four rounds for time: Run 400 meters Rest 2 minutes
20081023	Rest Day
20081022	Run 5 K
20081021	Ten rounds for time of: 12 Burpees 12 Pull-ups
20081020	Complete as many rounds as possible in 20 minutes of: 95 pound Thruster, 5 reps 95 pound  Hang Powercleans, 7 reps 95 pound Sumo Deadlift High-pull, 10 reps
20081019	Rest Day
20081018	For time: 50 Box jump, 24 inch box 50 Jumping pull-ups 50 Kettlebell swings, 1 pood Walking Lunge, 50 steps 50 Knees to elbows 50 Push press, 45 pounds 50 Back extensions 50 Wall ball shots, 20 pound ball 50 Burpees 50 Double unders
20081017	"""Cindy"" Complete as many rounds in 20 minutes as you can of: 5 Pull-ups 10 Push-ups 15 SquatsOR""Mary"" Complete as many rounds in 20 minutes as you can of: 5 Handstand Push-ups 10 One legged squats, alternating 15 Pull-ups"
20081016	Snatch 1-1-1-1-1-1-1 reps
20081015	Rest Day
20081014	For time: 135 lb Squat clean, 10 reps 50 GHD Sit-ups 135 lb Squat clean, 8 reps 40 GHD Sit-ups 135 lb Squat clean, 6 reps 30 GHD Sit-ups 135 lb Squat clean, 4 reps 20 GHD Sit-ups 135 lb Squat clean, 2 reps 10 GHD Sit-ups
20081013	Deadlift 3-3-3-3-3 reps
20081012	Seven rounds for time of: 75 pound Shoulder Press, 21 reps 21 Back extensions
20081011	Rest Day
20081010	"""Mr. Joshua"" Five rounds for time of: Run 400 meters 30 Glute-ham sit-ups 250 pound Deadlift, 15 reps"
20081009	"""Erin""Five rounds for time of: 40 pound Dumbbells split clean, 15 reps 21 Pull-ups"
20081008	"""Ryan""Five rounds for time of: 7 Muscle-ups 21 Burpees"
20081007	Rest Day
20081006	Weighted pull-ups 1-1-1-1-1-1-1 reps
20081005	Five rounds for time of: 135 pound Deadlift, 15 reps 135 pound Hang power clean, 12 reps 135 pound Front Squat, 9 reps 135 pound Push Jerk, 6 reps
20081004	"""Barbara""Five rounds, each for time of: 20 Pull-ups 30 Push-ups 40 Sit-ups 50 SquatsRest precisely three minutes between each round."
20081003	Rest Day
20081002	With a continuously running clock do one 135 pound Clean and Jerk the first minute, two 135 pound Clean and Jerks the second minute, three 135 pound Clean and Jerks the third minute... continuing as long as you are able.Use as many sets each minute as needed.
20081001	"""Nate""Complete as many rounds in twenty minutes as you can of:2 Muscle-ups 4 Handstand Push-ups 8 2-Pood Kettlebell swings"
20081130	"""Tabata Something Else""Complete 32 intervals of 20 seconds of work followed by ten seconds of rest where the first 8 intervals are pull-ups, the second 8 are push-ups, the third 8 intervals are sit-ups, and finally, the last 8 intervals are squats. There is no rest between exercises."
20081129	Deadlift 3-3-3-3-3 reps
20081128	Rest Day
20081127	"""Nate""Complete as many rounds in twenty minutes as you can of: 2 Muscle-ups 4 Handstand Push-ups 8 2-Pood Kettlebell swings"
20081126	"""Mr. Joshua""Five rounds for time of: Run 400 meters 30 Glute-ham sit-ups 250 pound Deadlift, 15 reps"
20081125	"""Lynne""Five rounds for max reps of: Body weight bench press Pull-ups"
20081124	Rest Day
20081123	Three rounds for time of: 21 Knees to elbows 1 1/2 pood Kettlebell swing, 21 reps 21 Push-ups 15 foot Rope climb, 3 ascents  20 inch Box jump, 21 reps 21 Back extension Walking lunge, 150 ft
20081122	Clean and Jerk 1-1-1-1-1-1-1 reps
20081121	Run 5 K
20081120	Rest Day
20081119	"""Nicole""Complete as many rounds in 20 minutes as you can of: Run 400 meters Max rep Pull-ups"
20081118	Push jerk 1-1-1-1-1-1-1 reps
20081117	"""Helen""Three rounds for time: Run 400 meters 1 1/2 pood Kettlebell X 21 swings (or 55 pound dumbbell swing) 12 Pull-ups"
20081116	Rest Day
20081115	Back Squat 5-5-5-5-5 reps
20081114	Five rounds for time of: 95 pound Hang Power Snatch, 15 reps Run 400 meters
20081113	"""Jason""For time: 100 Squats 5 Muscle-ups 75 Squats 10 Muscle-ups 50 Squats 15 Muscle-ups 25 Squats 20 Muscle-ups"
20081112	Rest Day
20081111	"""Fight Gone Bad!""Three rounds of: Wall-ball, 20 pound ball, 10 ft target (Reps) Sumo deadlift high-pull, 75 pounds (Reps) Box Jump, 20"" box (Reps) Push-press, 75 pounds (Reps) Row (Calories)In this workout you move from each of five stations after a minute.The clock does not reset or stop between exercises. This is a five-minute round from which a one-minute break is allowed before repeating. On call of ""rotate"", the athletes must move to next station immediately for best score. One point is given for each rep, except on the rower where each calorie is one point."
20081110	Five rounds for time of: 25 Inverted Burpees 25 Pull-ups 25 Burpees
20081109	Power clean 1-1-1-1-1-1-1 reps
20081108	Rest Day
20081107	Four rounds for time of: Run 400 meters 50 Squats
20081106	"""Lynne""Five rounds for max reps of: Body weight bench press Pull-ups"
20081105	Complete as many rounds as possible in 20 minutes of: 10 Pull-ups 65 pound Thruster, 10 reps
20081104	Rest Day
20081103	"""Michael""Three rounds for time of: Run 800 meters 50 Back Extensions 50 Sit-ups"
20081102	With a continuously running clock do one pull-up the first minute, two pull-ups the second minute, three pull-ups the third minute... continuing as long as you are able.Use as many sets each minute as needed.
20081101	Thruster 1-1-1-1-1-1-1 reps
20081231	"""Fight Gone Bad!""Three rounds of: Wall-ball, 20 pound ball, 10 ft target (Reps) Sumo deadlift high-pull, 75 pounds (Reps) Box Jump, 20"" box (Reps) Push-press, 75 pounds (Reps) Row (Calories)In this workout you move from each of five stations after a minute.The clock does not reset or stop between exercises. This is a five-minute round from which a one-minute break is allowed before repeating. On call of ""rotate"", the athletes must move to next station immediately for best score. One point is given for each rep, except on the rower where each calorie is one point."
20081230	Rest Day
20081229	Shoulder press 1-1-1-1-1 reps Push press 3-3-3-3-3 reps Push Jerk 5-5-5-5-5 reps
20081228	"""Michael""Three rounds for time of: Run 800 meters 50 Back Extensions 50 Sit-ups"
20081227	Complete as many rounds as possible in 20 minutes of: 95 pound Thruster, 5 reps 95 pound Hang Powerclean, 7 reps 95 pound Sumo Deadlift High-pull, 10 reps
20081226	Rest Day
20081225	"""Angie""For time: 100 Pull-ups 100 Push-ups 100 Sit-ups 100 Squats"
20081224	Back Squat 5-5-5-5-5 reps
20081223	"""Eva""Five rounds for time of: Run 800 meters 2 pood Kettlebell swing, 30 reps 30 Pull-ups"
20081222	Rest Day
20081221	"""Cindy"" Complete as many rounds in 20 minutes as you can of: 5 Pull-ups 10 Push-ups 15 SquatsOR""Mary"" Complete as many rounds in 20 minutes as you can of: 5 Handstand Push-ups 10 One legged squats, alternating 15 Pull-ups"
20081220	Four rounds, each for time of: 800 meter runRest as needed between efforts.
20081219	For time: 50 Box jump, 24 inch box 50 Jumping pull-ups 50 Kettlebell swings, 1 pood Walking Lunge, 50 steps 50 Knees to elbows 50 Push press, 45 pounds 50 Back extensions 50 Wall ball shots, 20 pound ball 50 Burpees 50 Double unders
20081218	Rest Day
20081217	Complete as many rounds in twenty minutes as you can of: Run 400 meters 15 L-Pull-ups 15 Hip Extensions
20081216	Split Jerk 1-1-1-1-1-1-1 reps
20081215	Five rounds for time of: 275 pound Deadlift, 5 reps 10 Burpees
20081214	Rest Day
20081213	Run 10 K
20081212	"Three rounds for time of: 24"" Box jump, 50 reps 185 pound Deadlift,  21 reps 30 Pull-ups"
20081211	"""Nasty Girls""3 rounds for time of: 50 Squats 7 Muscle-ups 135 pound Hang power cleans, 10 reps"
20081210	Rest Day
20081209	"""Annie""50-40-30-20 and10 rep rounds of: Double-unders Sit-ups"
20081208	Clean and Jerk 1-1-1-1-1-1-1 reps
20081207	Complete as many rounds in twenty minutes as you can of: 15 Pull-ups 15 Ring push-ups 15 Back Extensions 15 GHD Sit-ups
20081206	Rest Day
20081205	For time: 100 squats 2 muscle-ups 80 squats 4 muscle-ups 60 squats 6 muscle-ups 40 squats 8 muscle-ups 20 squats 10 muscle-ups
20081204	Five rounds for time of: 50 pound dumbbell, walking lunge, 10 alternating steps 50 pound dumbbell, swing, 15 reps
20081203	"""Fran""Three rounds, 21-15- and 9 reps, for time of: 95 pound Thruster Pull-ups"
20081202	Rest Day
20081201	Shoulder Press 1-1-1-1-1-1-1 reps
20090131	Rest Day
20090130	"""Nicole""Complete as many rounds in 20 minutes as you can of: Run 400 meters Max rep Pull-ups"
20090129	"""Elizabeth""21-15-9 reps of: Clean 135 pounds Ring dips"
20090128	Thruster 1-1-1-1-1-1-1 reps
20090127	Rest Day
20090126	Five rounds for time of: 30 Glute-ham sit-ups 25 Back extensions
20090125	"""Barbara""Five rounds, each for time of: 20 Pull-ups 30 Push-ups 40 Sit-ups 50 SquatsRest precisely three minutes between each round."
20090124	"""CrossFit Total""Back squat, 1 rep Shoulder Press, 1 rep Deadlift, 1 rep"
20090123	Rest Day
20090122	Five rounds for time of: 45 pound barbell Overhead walking lunges, 50 feet 21 BurpeesLet trailing knee gently kiss the ground on each lunge.
20090121	For time: 15 Handstand push-ups 1 L Pull-up 13 Handstand push-ups 3 L Pull-ups 11 Handstand push-ups 5 L Pull-ups 9 Handstand push-ups 7 L Pull-ups 7 Handstand push-ups 9 L Pull-ups 5 Handstand push-ups 11 L Pull-ups 3 Handstand push-ups 13 L Pull-ups 1 Handstand push-up 15 L Pull-ups
20090120	"""Mr. Joshua""Five rounds for time of: Run 400 meters 30 Glute-ham sit-ups 250 pound Deadlift, 15 reps"
20090119	Rest Day
20090118	Hang power clean 1-1-1-1-1-1-1 reps
20090117	Run 10 K
20090116	For time: 10 GHD Sit-ups 10 Hip & Back Extensions 95 pound Thrusters, 30 reps 50 Pull-ups30 GHD Sit-ups 30 Hip & Back Extensions 95 pound Thrusters, 20 reps 35 Pull-ups50 GHD Sit-ups 50 Hip & Back Extensions 95 pound Thrusters, 10 reps 20 Pull-ups
20090115	Rest Day
20090114	Overhead squat 3-3-3-3-3 reps
20090113	For time: 155 pound Power clean 15 reps 30 Ring dips 155 pound Power clean 12 reps 24 Ring dips 155 pound Power clean 9 reps 18 Ring dips 155 pound Power clean 6 reps 12 Ring dips 155 pound Power clean 3 reps 6 Ring dips
20090112	"For time 30, 25, 20, 15, 10, and 5 rep rounds of: Virtual shoveling [wmv] [mov] Pull-upsWith an Olympic bar holding only one plate (men use 45 pound plate, women use 25 pound plate), touch the plate on one side of the barrier then the other for one ""rep."" Barrier is 24."""
20090111	Rest Day
20090110	Run 5 K
20090109	Front Squat 5-5-5-5-5 reps
20090108	Ten rounds for time of: 3 Weighted Pull-ups, 45 pounds 5 Strict Pull-ups 7 Kipping Pull-upFor weighted pull-ups place a 45 pound dumbbell between the legs above crossed ankles and jettison the dumbbell after third rep and continue with strict pull-ups and then the kipping pull-ups. Coming off the bar or going to ground constitutes termination of a set.
20090107	Rest Day
20090106	Complete four rounds for time: Run 400 meters 15 Handstand Push-ups 15 ft Rope Climb, 2 ascents
20090105	Hang power clean 1-1-1-1-1-1-1 reps
20090104	Deadlift 3-3-3-3-3 reps
20090103	Rest Day
20090102	With a continuously running clock do one 135 pound Clean and Jerk the first minute, two 135 pound Clean and Jerks the second minute, three 135 pound Clean and Jerks the third minute... continuing as long as you are able.Use as many sets each minute as needed.
20090101	"""Murph""For time: 1 mile Run 100 Pull-ups 200 Push-ups 300 Squats 1 mile RunPartition the pull-ups, push-ups, and squats as needed. Start and finish with a mile run. If you've got a twenty pound vest or body armor, wear it."
20090228	Rest Day
20090227	For time: 21 Hip-Back Extensions Run 400 meters 18 Hip-Back Extensions Run 400 meters 15 Hip-Back Extensions Run 400 meters 12 Hip-Back Extensions Run 400 meters 9 Hip-Back Extensions Run 400 meters 6 Hip-Back Extensions Run 400 meters 3 Hip-Back Extensions Run 400 meters
20090226	Walking lunge 100 ft. 21 Pull-ups 21 Sit-ups Walking lunge 100 ft. 18 Pull-ups 18 Sit-ups Walking lunge 100 ft. 15 Pull-ups 15 Sit-ups Walking lunge 100 ft. 12 Pull-ups 12 Sit-ups Walking lunge 100 ft. 9 Pull-ups 9 Sit-ups Walking Lunge 100 ft. 6 Pull-ups 6 Sit-ups
20090225	Push Jerk 1-1-1-1-1-1-1 reps
20090224	Rest Day
20090223	For time: Row 500 meters 115 pound Push press, 21 reps Row 500 meters 115 pound Push press, 18 reps Row 500 meters 115 pound Push press, 15 reps Row 500 meters 115 pound Push press, 12 reps
20090222	Front squat 3-3-3-3-3 reps
20090221	"""Joshie""Complete three rounds for time of: 40 pound Dumbbell snatch, 21 reps, right arm 21 L Pull-ups 40 pound Dumbbell snatch, 21 reps, left arm 21 L Pull-ups"
20090220	Rest Day
20090219	"For time: 50 Ring Dips Run 400 meters 50 Push-ups Run 400 meters 50 Handstand push-ups Run 400 metersPush-ups are honest push-ups. Handstand push-ups are ""nose to floor""."
20090218	With a continuously running clock do one pull-up the first minute, two pull-ups the second minute, three pull-ups the third minute... continuing as long as you are able.Use as many sets each minute as needed.
20090217	Squat clean 1-1-1-1-1-1-1 reps
20090216	Rest Day
20090215	3 rounds for time of: Row 500 meters 21 Burpees Run 400 meters
20090214	Seven rounds for time of: 95 pound Sumo-deadlift high-pull, 10 reps 10 Ring dips
20090213	"""Fran""Three rounds, 21-15- and 9 reps, for time of: 95 pound Thruster Pull-ups"
20090212	Rest Day
20090211	For time: 45 Double-unders 135 pound Squat clean, 45 reps 45 Ring Dips 45 Double-unders
20090210	Deadlift 1-1-1-1-1-1-1 reps
20090209	"""Cindy"" Complete as many rounds in 20 minutes as you can of: 5 Pull-ups 10 Push-ups 15 SquatsOR""Mary"" Complete as many rounds in 20 minutes as you can of: 5 Handstand Push-ups 10 One legged squats, alternating 15 Pull-ups"
20090208	Rest Day
20090207	Complete as many rounds in 20 minutes as you can of: Row 250 meters Sumo deadlift highpull 95 pounds, 21 reps Pull-ups 15 repsCompare to 040525.
20090206	Shoulder press 1-1-1-1-1 reps Push press 3-3-3-3-3 reps Push Jerk 5-5-5-5-5 reps
20090205	Five rounds for time of: 2 pood Kettlebell swings, 25 reps 25 GHD Sit-ups 25 Back Extensions 25 Knees to Elbows
20090204	Rest Day
20090203	Back Squat 5-5-5-5-5 reps
20090202	30 Muscle-ups for time
20090201	"""Kelly""Five rounds for time of: Run 400 meters 30 Box jump, 24 inch box 30 Wall ball shots, 20 pound ball"
20090331	Five rounds for time of: 30 Glute-ham sit-ups 25 Back extensions
20090330	"""Nicole""Complete as many rounds in 20 minutes as you can of: Run 400 meters Max rep Pull-ups"
20090329	"""Fight Gone Bad!""Three rounds of: Wall-ball, 20 pound ball, 10 ft target (Reps) Sumo deadlift high-pull, 75 pounds (Reps) Box Jump, 20"" box (Reps) Push-press, 75 pounds (Reps) Row (Calories)In this workout you move from each of five stations after a minute.The clock does not reset or stop between exercises. This is a five-minute round from which a one-minute break is allowed before repeating. On call of ""rotate"", the athletes must move to next station immediately for best score. One point is given for each rep, except on the rower where each calorie is one point."
20090328	Rest Day
20090327	10 rounds for time of: 10 Pull-ups 10 Ring dips
20090326	Four rounds, each for time of: 800 meter runRest as needed between efforts.
20090325	Front squat 3-3-3-3-3 reps
20090324	Rest Day
20090323	"""Karen""For time: 150 Wallball shots, 20 pound ball"
20090322	"""Lynne""Five rounds for max reps of: Body weight bench press Pull-ups"
20090321	For time: 225 pound Deadlift, 21 reps Run 800 meters 225 pound Deadlift, 15 reps Run 800 meters 225 pound Deadlift, 9 reps Run 800 meters
20090320	Rest Day
20090319	Ten rounds for time of: 3 Weighted Pull-ups, 45 pounds 5 Strict Pull-ups 7 Kipping Pull-upFor weighted pull-ups place a 45 pound dumbbell between the legs above crossed ankles and jettison the dumbbell after third rep and continue with strict pull-ups and then the kipping pull-ups. Coming off the bar or going to ground constitutes termination of a set.
20090318	Split Jerk 1-1-1-1-1-1-1 reps
20090317	"""Murph""For time: 1 mile Run 100 Pull-ups 200 Push-ups 300 Squats 1 mile RunPartition the pull-ups, push-ups, and squats as needed. Start and finish with a mile run. If you've got a twenty pound vest or body armor, wear it."
20090316	Rest Day
20090315	"""J.T.""21-15-9 reps of: Handstand push-ups Ring dips Push-ups"
20090314	Five rounds for time of: 155 pound Hang squat clean, 9 reps 15 ft Rope climb, legless, 3 ascents
20090313	Back Squat 3-3-3-3-3 reps
20090312	Rest Day
20090311	Complete as many rounds as you can in thirty minutes of: Five pull-ups Five ring dips 15 Sit-ups
20090310	"""CrossFit Total""Back squat, 1 rep Shoulder Press, 1 rep Deadlift, 1 rep"
20090309	Complete as many rounds as you can in twenty minutes of: 5 Handstand Push-ups 10 L Pull-ups 15 Steps, Walking Lunge
20090308	Rest Day
20090307	Run 5 K
20090306	"""Jackie""1000 meter row 45 pound Thruster, 50 reps 30 pull-ups"
20090305	Clean and Jerk 1-1-1-1-1-1-1 reps
20090304	Rest Day
20090303	"""Barbara""Five rounds, each for time of: 20 Pull-ups 30 Push-ups 40 Sit-ups 50 SquatsRest precisely three minutes between each round."
20090302	Deadlift 1-1-1-1-1-1-1 reps
20090301	"""Helen""Three rounds for time: Run 400 meters 1 1/2 pood Kettlebell X 21 swings (or 55 pound dumbbell swing) 12 Pull-ups"
20090430	"""Elizabeth""21-15-9 reps of: Clean 135 pounds Ring dips"
20090429	Rest Day
20090428	Shoulder Press 1-1-1-1-1-1-1 reps
20090427	Five rounds for time of: 95 pound Sumo-deadlift high-pull, 21 reps 21 Ring dips
20090426	2009 CrossFit Games Mid Atlantic Regional Qualifiers Final Workout:  Three rounds, 21-15- and 9 reps, for time of: 95 pound Squat snatch Chest to bar Pull-ups
20090425	Rest Day
20090424	"""Michael""Three rounds for time of: Run 800 meters 50 Back Extensions 50 Sit-ups"
20090423	For time: 50 Box jump, 24 inch box 50 Jumping pull-ups 50 Kettlebell swings, 1 pood Walking Lunge, 50 steps 50 Knees to elbows 50 Push press, 45 pounds 50 Back extensions 50 Wall ball shots, 20 pound ball 50 Burpees 50 Double unders
20090422	Deadlift 1-1-1-1-1-1-1 reps
20090421	Rest Day
20090420	Back Squat 3-3-3-3-3 reps
20090419	"""Angie""For time: 100 Pull-ups 100 Push-ups 100 Sit-ups 100 Squats"
20090418	For time: 100 Inverted burpees
20090417	Rest Day
20090416	"""Danny""Complete as many rounds in 20 minutes as you can of: 24 inch Box Jump, 30 reps 115 pound Push Press, 20 reps 30 Pull-ups"
20090415	"""Helen""Three rounds for time: Run 400 meters 1 1/2 pood Kettlebell X 21 swings (or 55 pound dumbbell swing) 12 Pull-ups"
20090414	"""DT""Five rounds for time of: 155 pound Deadlift, 12 reps 155 pound Hang power clean, 9 reps 155 pound Push jerk, 6 reps"
20090413	Rest Day
20090412	30 Muscle-ups for time
20090411	Three rounds for time of: Row 500 meters 21 Burpees Run 400 meters
20090410	"""CrossFit Total""Back squat, 1 rep Shoulder Press, 1 rep Deadlift, 1 rep"
20090409	Rest Day
20090408	Run 5 K
20090407	Shoulder press 1-1-1-1-1 reps Push press 3-3-3-3-3 reps Push Jerk 5-5-5-5-5 reps
20090406	Walking lunge 100 ft. 21 Pull-ups 21 Sit-ups Walking lunge 100 ft. 18 Pull-ups 18 Sit-ups Walking lunge 100 ft. 15 Pull-ups 15 Sit-ups Walking lunge 100 ft. 12 Pull-ups 12 Sit-ups Walking lunge 100 ft. 9 Pull-ups 9 Sit-ups Walking Lunge 100 ft. 6 Pull-ups 6 Sit-ups
20090405	Rest Day
20090404	Hang power clean and jerk 1-1-1-1-1-1-1 reps
20090403	"""Nancy""Five rounds for time of: 400 meter run 95 pound Overhead squat, 15 reps"
20090402	Three rounds for time of: 21 L-Pull-ups 15 ft. L-rope climb, 3 ascents
20090401	Rest Day
20090531	Rest Day
20090530	"""Kelly""Five rounds for time of: Run 400 meters 30 Box jump, 24 inch box 30 Wall ball shots, 20 pound ball"
20090529	30 Muscle-ups for time
20090528	Thruster 1-1-1-1-1-1-1 reps
20090527	Rest Day
20090526	"""Barbara""Five rounds, each for time of: 20 Pull-ups 30 Push-ups 40 Sit-ups 50 SquatsRest precisely three minutes between each round.Compare to 090303."
20090525	Run 5 K
20090524	"""CrossFit Total""Back squat, 1 rep Shoulder Press, 1 rep Deadlift, 1 rep"
20090523	Rest Day
20090522	"""Michael""Three rounds for time of: Run 800 meters 50 Back Extensions 50 Sit-ups"
20090521	"""Twins""Two rounds, of each couplet, for time of: 750 meter Row 20 Handstand Push-ups115 pound Thruster, 20 reps 20 L-Pull-ups"
20090520	Four rounds for time of: Run 400 meters 50 Squats
20090519	Rest Day
20090518	For time: Row 500 meters Body weight Bench press, 30 reps Row 1000 meters Body weight Bench press, 20 reps Row 2000 meters Body weight Bench press, 10 reps
20090517	Four rounds for time of: 100 ft Walking lunge, carrying 30 pound dumbbells 24 inch Box Jump, 30 reps 30 pound Weighted pull-ups, 20 reps
20090516	"""Diane""21-15-9 reps of: 225 pound Deadlift Handstand push-ups"
20090515	Rest Day
20090514	Five rounds for time of: 30 Glute-ham sit-ups 25 Back extensions
20090513	"""Cindy"" Complete as many rounds in 20 minutes as you can of: 5 Pull-ups 10 Push-ups 15 SquatsOR""Mary"" Complete as many rounds in 20 minutes as you can of: 5 Handstand Push-ups 10 One legged squats, alternating 15 Pull-ups"
20090512	Power clean 1-1-1-1-1-1-1 reps
20090511	Rest Day
20090510	Back Squat 5-5-5-5-5 reps
20090509	Four rounds, each for time of: 800 meter runRest as needed between efforts.
20090508	"""Grace""135 pound Clean and Jerk, 30 reps"
20090507	Rest Day
20090506	Push Jerk 1-1-1-1-1-1-1 reps
20090505	Ten rounds for time of: 3 Weighted Pull-ups, 45 pounds 5 Strict Pull-ups 7 Kipping Pull-upFor weighted pull-ups place a 45 pound dumbbell between the legs above crossed ankles and jettison the dumbbell after third rep and continue with strict pull-ups and then the kipping pull-ups. Coming off the bar or going to ground constitutes termination of a set.
20090504	Front squat 3-3-3-3-3 reps
20090503	Rest Day
20090502	"""Hansen""Five rounds for time of: 2 pood Kettlebell swing, 30 reps 30 Burpees 30 Glute-ham sit-ups"
20090501	"""Tabata Something Else""Complete 32 intervals of 20 seconds of work followed by ten seconds of rest where the first 8 intervals are pull-ups, the second 8 are push-ups, the third 8 intervals are sit-ups, and finally, the last 8 intervals are squats. There is no rest between exercises."
20090630	"""Eva""Five rounds for time of: Run 800 meters 2 pood Kettlebell swing, 30 reps 30 Pull-ups"
20090629	"""CrossFit Total""Back squat, 1 rep Shoulder Press, 1 rep Deadlift, 1 rep"
20090628	Rest Day
20090627	Two rounds of: Right arm barbell push-press 12 reps Left arm deadlift 12 reps Run 800 meters Left arm barbell push-press 12 reps Right arm deadlift 12 reps Run 800 meter
20090626	"""Nicole""Complete as many rounds in 20 minutes as you can of: Run 400 meters Max rep Pull-ups"
20090625	Complete as many rounds as possible in 20 minutes of: 95 pound Thruster, 5 reps 95 pound Hang Powerclean, 7 reps 95 pound Sumo Deadlift High-pull, 10 reps
20090624	Rest Day
20090623	Front squat 3-3-3-3-3 reps
20090622	Three rounds for time: Run 400 meters 1 1/2 pood Kettlebell X 21 swings (or 55 pound dumbbell swing) 12 Handstand push-ups
20090621	Ten rounds for time of: 3 Weighted Pull-ups, 45 pounds 5 Strict Pull-ups 7 Kipping Pull-upFor weighted pull-ups place a 45 pound dumbbell between the legs above crossed ankles and jettison the dumbbell after third rep and continue with strict pull-ups and then the kipping pull-ups. Coming off the bar or going to ground constitutes termination of a set.
20090620	Rest Day
